id,sentence_pt,reference_en,seamless_translation,latency_sec
common_voice_pt_19691069,A ciência tem discutido sobre a classificação zoológica da espécie há décadas.,Science has been arguing about the zoological classification of the species for decades.,Science has been debating the zoological classification of the species for decades.,0.9800856113433838
common_voice_pt_19691074,"A paella, como é feita com o Brut, é a que eu mais gosto.","Paella, as it is made with Brut, is what I enjoy the most.","The paella, as it is made with Brut, is the one I like the most.",0.9817166328430176
common_voice_pt_19691144,Não importa a guerra européia!,Never mind the European war!,It doesn't matter the European war.,0.5995330810546875
common_voice_pt_19691148,Um homem andando de bicicleta através de uma multidão de pessoas.,A man riding a bicycle among a multitude of people.,A man riding a bicycle through a crowd of people.,0.8039295673370361
common_voice_pt_19691152,Você pode me dizer onde dói?,Can you tell me where it hurts?,This is the Zirondoy.,0.5440497398376465
common_voice_pt_19691156,Uma panela no fogão em chamas um cozinheiro com uma expressão intensa no rosto,"A pan on the hob on fire, a chef with an intense look on his face.",A pan in the stove ignites a cook with an intense expression on his face.,0.9617905616760254
common_voice_pt_19691157,Um garoto tem uma rede de pesca.,The lad has a fishing net.,A boy has a fishing net.,0.5850830078125
common_voice_pt_19691267,Um garotinho no acampamento? em uma camiseta azul? jogando uma bola de futebol.,"A small boy in a blue t-shirt, in a campsite playing a football.",A kid in the camp in a blue T-shirt playing soccer.,0.8473129272460938
common_voice_pt_19691275,"Primeiro eles falam ao virar da esquina, depois um atrás do outro.","First they talk freely, then one after the other.","First they talk at the corner, then one after the other.",0.7711760997772217
common_voice_pt_19691268,Um homem está se curvando fazendo algum trabalho na calçada.,A man is bending down doing some work on the sidewalk.,A man is bending down doing some work on the sidewalk.,0.8421764373779297
common_voice_pt_19691276,Uma garota de biquíni tira uma foto de algumas pessoas.,A girl in a bikini taking a photo of a few people.,A girl in a bikini takes a picture of some people.,0.7464897632598877
common_voice_pt_19691376,Um edifício histórico.,A historic building.,A historic building,0.4086923599243164
common_voice_pt_19691371,Dois cães estão se esfregando nariz a nariz.,Two dogs rub noses.,Two dogs are rubbing their noses together.,0.7294831275939941
common_voice_pt_19691369,Eu não tenho medo de você.,I am not afraid of you.,I'm not afraid of you.,0.5709404945373535
common_voice_pt_19878196,Então por que você está fazendo?,Then why are you doing it?,Then why are you doing this?,0.5453476905822754
common_voice_pt_19878195,Um palhaço está sentado de pernas cruzadas em uma cadeira dobrável em um carnaval.,A clown is sitting with his legs crossed on a lawn chair at a carnival.,A clown is sitting cross-legged in a folding chair at a carnival.,1.0150887966156006
common_voice_pt_19878194,O homem propõe? Deus dispõe,The man plans but God directs.,"Man proposes, God disposes.",0.5944662094116211
common_voice_pt_19878193,Há uma forte chance de que isso aconteça mais uma vez.,There is a strong chance that this will happen once more.,There's a good chance that'll happen again.,0.6834080219268799
common_voice_pt_19878192,Eles assistiram da varanda.,They watched from the balcony.,They watched from the balcony.,0.518803596496582
common_voice_pt_19878191,O mesmo professor pode coordenar e representar mais de uma equipe.,The same teacher can coordinate and represent more than one team.,The same teacher can coordinate and represent more than one team.,0.7946608066558838
common_voice_pt_19878190,"No país dos cegos, o homem de um olho é o rei.","In the land of the blind, the one eyed man is the king.","In the land of the blind, the man with one eye is the king.",0.7906186580657959
common_voice_pt_19878189,"Calcule a proporção de transmissão nos casos, quando apropriado.",Calculate the transmission proportion in cases where it’s appropriate.,"Calculate the transmission ratio in the cases, when appropriate.",0.7820706367492676
common_voice_pt_19878197,Um homem está empurrando uma jovem em uma scooter,A man is pushing a young lady on a scooter.,A man is pushing a young woman on a scooter.,0.7071974277496338
common_voice_pt_20060734,Todo caminho tem sua poça.,Every path has its pits.,Every path has its own potion.,0.5148241519927979
common_voice_pt_20060613,Há algumas pessoas em um restaurante e dois homens andando por eles,There are a few people in a restaurant and two men walking amongst them.,There are some people in a restaurant and two men walking by them.,0.7921106815338135
common_voice_pt_20060766,"Ao meio assar, adicione o lagostim e amêijoas.","Half way through the bake, add crayfish and clams.","In the middle of roasting, add the lobster and almonds.",0.7621626853942871
common_voice_pt_20060609,Quatro pessoas tocando música ao ar livre.,Four people playing music in the open air.,Four people playing music outdoors.,0.582496166229248
common_voice_pt_20060610,As crianças estão do lado de fora em uma superfície de sujeira,The children are outside on a dirt track.,The children are outside on a dirty surface.,0.6472587585449219
common_voice_pt_20060788,Um sapo e um sapo são difíceis de distinguir.,A frog and a frog are difficult to tell apart.,A frog and a frog are hard to distinguish.,0.6562457084655762
common_voice_pt_20060715,Sabemos que episódios de aparições angélicas não são um fato estranho na Bíblia.,We know that episodes of angelic apparitions are not uncommon in the Bible.,We know that episodes of angelic appearances are not a strange fact in the Bible.,0.9451954364776611
common_voice_pt_20060714,"Essa ""naturalização"" da identidade nacional implica sua banalização.",This “naturalization” of the national identity implies its trivialization.,This naturalization of national identity implies its trivialization.,0.773916482925415
common_voice_pt_20060673,É um mundo mágico cheio de elfos? anões? e dragões.,"It is a magic world, full of elves, dwarfs and dragons.","It's a magical world full of elves, dwarves and dragons.",0.9379615783691406
common_voice_pt_20060608,"Ambos saíram, nem pensando em me informar de onde estavam indo.","They both left, not even thinking of telling me where they were going.",They both left without even thinking to tell me where they were going.,0.8654155731201172
common_voice_pt_20060611,Encontramos o dispositivo em seu gabinete.,We found the device in your office.,We found the device in your office.,0.5578913688659668
common_voice_pt_20060737,Para adicionar insulto à injúria.,To add insult to injury.,To add insult to injury.,0.5054583549499512
common_voice_pt_20060701,Um homem andando nas sombras.,A man walking in the shadows.,A man walking in the shadows.,0.5286834239959717
common_voice_pt_20060697,Um suporte vegetal colorido em uma mercearia.,A colorful vegetable stand in a grocery store.,A colorful vegetable support in a grocery store.,0.762371301651001
common_voice_pt_20060735,"Quanto mais você sobe, maior o bac.","The higher you climb, the bigger the fall.","The higher you go, the bigger the buck.",0.6312179565429688
common_voice_pt_20060675,Tudo o que Deus criou tem uma missão.,Everything God created has a mission.,Everything God created has a mission.,0.4973311424255371
common_voice_pt_20060676,Uma menina em um casaco azul está sentado na frente do horizonte de Seattle.,A girl in a blue coat is sitting facing the horizon in Seattle.,A girl in a blue coat is sitting in front of the Seattle horizon.,0.874065637588501
common_voice_pt_20060702,Marque o local com uma placa pintada de vermelho.,Mark the spot with a sign painted red.,Mark the location with a red painted plaque.,0.6101655960083008
common_voice_pt_20060769,Eu posso ver isso agora.,I can see that now.,I can see that now.,0.43950915336608887
common_voice_pt_20060770,Duas crianças estão brincando em uma poça de lama.,Two children are playing in a mud puddle.,Two children are playing in a mud puddle.,0.6034929752349854
common_voice_pt_20060772,Dois cães estão lutando na neve.,Two dogs are fighting in the snow.,Two dogs are fighting in the snow.,0.534451961517334
common_voice_pt_20060698,Estou convencido,I am convinced,I'm convinced of it.,0.508298397064209
common_voice_pt_20060700,Eu suspirei,I sighed,I sighed,0.3587920665740967
common_voice_pt_20060773,Um grande grupo de pessoas dentro de uma van,A large group of people in a van.,A large group of people inside a van.,0.5838413238525391
common_voice_pt_20060777,O principal esforço da alma vai para esta banda.,The main soul effort goes to this band.,The main effort of the soul goes to this band.,0.6283695697784424
common_voice_pt_20060784,Você é super talentoso e deve se apresentar imediatamente.,You are super talented and you must introduce yourself immediately.,You are super talented and you must present yourself immediately.,0.7065143585205078
common_voice_pt_20060785,um menino pula na água da piscina azul,A boy jumps in the water of the blue swimming pool.,A boy jumps in the water of the blue pool.,0.6272647380828857
common_voice_pt_19479763,Kana é difícil.,Kana is difficult.,Cane is difficult.,0.49890613555908203
common_voice_pt_19479783,Grupo de mulheres fazendo uma apresentação fora de um cavalete.,Women’s group giving a presentation from a flip chart.,A group of women making a presentation outside a stable.,0.6957263946533203
common_voice_pt_19479817,É um negócio?,Is it a deal?,Is it a business?,0.41202545166015625
common_voice_pt_19479819,"Poderia ser calculado de várias maneiras, o que daria resultados mais ou menos equivalentes.","It could have been calculated in different ways, which would arrive at roughly similar results.","It could be calculated in several ways, which would give more or less equivalent results.",0.895477294921875
