id,sentence_pt,reference_en,canary_translation,latency_sec
common_voice_pt_19669077,Dois jovens estão em uma cabana.,Two young men are in a hut.,Two young people are in a hut.,0.358170747756958
common_voice_pt_19669080,Talvez ele seja mesmo um tolo.,Maybe he really is a fool.,Maybe he's really a fool.,0.3699331283569336
common_voice_pt_19669081,Dois artistas de rua estão fazendo truques com fogo,Two street artist are doing fire tricks.,Two street artists are doing tricks with fire.,0.394411563873291
common_voice_pt_19669082,Um cara está de pé no lado de cima de um prédio.,A guy is standing on the top side of a building.,A guy is standing on the side of a building.,0.4128243923187256
common_voice_pt_19669118,Tartarugas são répteis? não anfíbios.,Turtles are reptiles? not amphibians.,"Turtles are reptiles, not amphibians.",0.49524879455566406
common_voice_pt_19669119,A dívida que podemos incorrer não merece nossa consideração se a tarefa for cumprida.,The debt that we may incur does not deserve our consideration if the task is accomplished.,The debt we can incur does not deserve our consideration if the task is fulfilled.,0.5935726165771484
common_voice_pt_19669120,Você precisa completar este arranjo com os ensinamentos do acordeão diatônico.,You need to complete this arrangement with the teachings of the diatonic accordion.,You need to complete this arrangement with the teachings of the diatonic accordion.,0.6067862510681152
common_voice_pt_19669121,Uma criança se agacha atrás de uma carroça com duas abóboras.,A child crouches behind a cart with two pumpkins.,A child squats behind a cart with two pumpkins.,0.4371914863586426
common_voice_pt_19669122,Um homem com um suéter vermelho segura uma criança em cima de seus ombros.,A man wearing a red sweater holds a child over his shoulders.,A man with a red sweater holds a child on his shoulders.,0.5505070686340332
common_voice_pt_19669139,Um pai e seu filho estão brincando com alguns Legos no quarto da criança.,A father and his son are playing with some Legos in the child’s room.,A father and his son are playing with some blind men in the child's room.,0.48294663429260254
common_voice_pt_19669140,A apólice de seguro irá expirar em vinte e vinte.,The insurance policy will expire at twenty and twenty.,The insurance policy will expire in twenty twenty.,0.3190305233001709
common_voice_pt_19669142,Eu sei como eles se sentem.,I know how they feel.,I know how they feel.,0.19754791259765625
common_voice_pt_19669143,Há crianças brincando no playground.,There are children playing on the playground.,There are kids playing in the playground.,0.28015565872192383
common_voice_pt_19669174,Um grupo de pessoas está cavando buracos na terra.,A group of people is digging holes in the earth.,A group of people are digging holes in the earth.,0.29865145683288574
common_voice_pt_19669175,As granadas de flash explodem com um estrondo alto e causam desorientação.,Flash grenades explode with a loud bang and cause disorientation.,The arrow grenades explode with a loud thunder and cause disorientation.,0.3995168209075928
common_voice_pt_19669177,O que eu tenho a dizer?,What do I have to say?,What do I have to say?,0.2294929027557373
common_voice_pt_19669178,Roupas de bebê são minúsculas.,Babies clothes are tiny.,Baby clothes are tiny.,0.25430774688720703
common_voice_pt_19669202,Uma mulher em branco processa comida em um ambiente de fábrica.,A woman in white processes food in a factory setting.,A woman in white processes food in a factory environment.,0.340909481048584
common_voice_pt_19669204,Eu quero descobrir quando o Midnight Club está jogando,I want to find out when the Midnight Club is playing.,I want to find out when the Midnight Club is playing.,0.34232544898986816
common_voice_pt_19669206,Duas senhoras bonitas mostram as costas baixas de seus vestidos,Two beautiful ladies show her low back of their dresses.,Two pretty ladies show the low back of their dresses.,0.3407912254333496
common_voice_pt_19669207,Uma mulher está olhando para uma máquina de vendas tentando decidir qual item escolher,A woman is looking at a vending machine trying to decide which item to choose,A woman is looking at a sales machine trying to decide which item to choose.,0.4375343322753906
common_voice_pt_19669208,Dois meninos jogam com um enigma em uma sala de aula.,Two boys pays play with a puzzle in a classroom.,Two boys play with an enigma in a classroom.,0.3400249481201172
common_voice_pt_19669224,Homem que faz uma volta sobre o concreto na frente das pessoas.,A man that does a turn on the concrete in front of people.,A man who walks over the concrete in front of people.,0.3236560821533203
common_voice_pt_19669226,Duas equipes patinando.,Two teams skating.,Two teams skating.,0.2340102195739746
common_voice_pt_19669227,Uma mulher em cinza olhando para a frente.,A woman in gray looking straight ahead.,A woman in gray looking forward.,0.26113128662109375
common_voice_pt_19669228,Uma mãe na rua com seu filho,A mother in the street with her son.,A mother on the street with her son.,0.2732405662536621
common_voice_pt_19669230,Um homem barbudo vestindo óculos e uma camisa azul toca guitarra.,A bearded man wearing glasses and a blue shirt plays the guitar.,A bearded man wearing glasses and a blue shirt plays guitar.,0.43375682830810547
common_voice_pt_19669259,Nenhum homem é pior por conhecer o pior de si mesmo.,No man is worse for knowing the worst of himself.,No man is worse for knowing the worst of himself.,0.2953312397003174
common_voice_pt_19669260,Há um cientista olhando através de um microscópio.,There is a scientist looking through the microscope.,There is a sensation looking through a microscope.,0.2840249538421631
common_voice_pt_19669261,Uma grande quantidade de pessoas se aglomerou em um sistema de metrô.,A large amount of people that gathered in a subway system.,A large number of people gathered in a metro system.,0.29425978660583496
common_voice_pt_19669278,Peça ao advogado para deixar cair a causa perdida.,Ask the lawyer to drop the lost cause.,Ask the lawyer to drop the lost cause.,0.344005823135376
common_voice_pt_19669277,O jovem olha para a fonte em um dia ensolarado.,The young man looks at the fountain on a sunny day.,The young man looks at the source in a sunny day.,0.3232085704803467
common_voice_pt_19669275,Há uma surpresa dentro do presente.,There is a surprise inside the present.,There is a surprise inside the present.,0.2841801643371582
common_voice_pt_19669274,"Agora, isso nem sempre é o caso.","Now, this is not always the case.","Now, that's not always the case.",0.27707743644714355
common_voice_pt_19523453,Recife é a capital de Pernanbuco.,Recife is the capital of Pernanbuco.,Recife is the capital of Pernambuco.,0.29883337020874023
common_voice_pt_19523452,O progresso desta semana pode ser dito muito,This week’s progress can be said a lot,The progress of this week can be said a lot.,0.2799980640411377
common_voice_pt_19523414,Os trabalhadores estão na cozinha enquanto um homem se senta em uma mesa.,Workers are in the kitchen while a man sits at a table.,The workers are in the kitchen while the man sits at a table.,0.35598278045654297
common_voice_pt_19523401,Efeito antioxidante,Antioxidant effect.,Antioxidant effect.,0.24573159217834473
common_voice_pt_19523402,escoteiros em um palco com um microfone,Scouts on a stage with a microphone,Scouts on a stage with a microphone.,0.34352898597717285
common_voice_pt_19523460,Em que ano essa música foi lançada.,In what year that song was released.,In which year was this song released?,0.29931044578552246
common_voice_pt_19523440,Qual é a previsão do tempo aqui perto?,What is the weather forecast nearby?,What's the weather forecast here?,0.30230259895324707
common_voice_pt_19523436,O estuda da inteligência artificial.,The study of artificial intelligence.,The study of artificial intelligence.,0.4318556785583496
common_voice_pt_19523446,"Por incrível que pareça, a parede feita de ferro não parecia fria.","Incredibly, the wall made of iron did not look cold.","As incredible as it may seem, the wall made of iron didn't seem cold.",0.6100566387176514
common_voice_pt_19523403,O Brasil fica América do Sul.,Brazil is located in the South America.,Brazil is South America.,0.3264961242675781
common_voice_pt_19523404,Eu não quero nada disso.,I don’t want nothing of that.,I don't want any of that.,0.36143994331359863
common_voice_pt_19523405,Verifique as principais funções do aplicativo no site.,Check the main functions of the application on the website.,Check the main functions of the app on the website.,0.5273849964141846
common_voice_pt_19523411,A palavra chave é queijo.,The keyword is cheese.,The key word is cheese.,0.3633613586425781
common_voice_pt_19523421,Mas eu nunca disse nada assim.,But i never said anything like that.,But I never said anything like that.,0.33010339736938477
common_voice_pt_19523413,Ela é uma feroz pequena doninha.,She is a ferocious little weasel.,She is a little ferocious little one.,0.39898204803466797
common_voice_pt_19523455,Espero que não me peçam para soletrar.,I hope that they don’t ask me to spell.,I hope they don't ask me to read it.,0.3924381732940674
common_voice_pt_19523454,Oito pratas por esse relógio.,Eight bucks for that watch.,Eight plates for that watch.,0.3293733596801758
common_voice_pt_19523447,Ela é romântica.,She is romantic.,She is romantic.,0.3356294631958008
common_voice_pt_19523437,As transformações eram evidentes.,The changes were clear.,The transformations were evident.,0.37786293029785156
common_voice_pt_19523448,Não tenho convidados há muitos anos.,I haven’t had guests in so many years.,I haven't had guests for many years.,0.36655187606811523
common_voice_pt_19523438,"Antes que a verdade venha, uma mentira devorará o mundo inteiro.","Before the truth comes, a lie will devour the whole world.","Before the truth comes, a lie will devour the whole world.",0.3629007339477539
common_voice_pt_19523415,Ele preparou um sanduíche e bebeu chá quente de um copo de cristal.,He made prepared a sandwich and drank hot tea from a crystal glass.,He prepared a sandwich and drank the hot tea from a glass.,0.3679370880126953
common_voice_pt_19523416,Talvez eu pudesse vender ingressos.,Maybe i could sell the tickets.,Maybe I could sell tickets.,0.25319480895996094
